assigned_id,nb_assigned_ids,nb_fingerprints,ownership,id_ownership
ec431d4d-126b-415c-a992-3fa7cbf20c47,1,9,1.000000,5e5bd954-ae5a-4f7d-a16b-85bc7f3203e5
9a4fc457-e3d2-4023-9410-95af339618f6,1,33,1.000000,adf5227c-74ef-49bf-b9fc-2fb8cf302732
d3e6da25-2448-4852-84d3-d822497bb0fd,1,26,1.000000,6c1f708c-f3e9-4d9e-a0ae-311ba42c139a
0a0e65cd-3d55-4810-b157-893092b44917,1,6,1.000000,15f3a523-0299-4249-8ccc-fee0b320040f
67c46c24-c5e3-4624-ab78-4f97bfef1c68,1,5,1.000000,be47e9a1-0600-40bc-8360-0fc2c99c4ca2
1c17fb18-60ea-49b0-bc91-b2fb37d0594d,1,12,1.000000,d7969eaf-cd67-4ac5-b060-393d864f8525
0166cebe-5d5d-474c-8b2a-8eaf96c407a7,1,12,1.000000,8e72a8bd-ae9b-460b-9573-aba4b21efb12
b2774779-9cb9-417a-a909-67587145cbd9,1,6,1.000000,9b9c8be4-8e25-413a-8928-7da271e119ca
82e26bdd-ceea-4a41-ac17-1a2febe2867b,1,12,1.000000,a1e159d8-57d0-47b8-9d45-24df63d3595a
60cc121b-f2d6-4877-86ef-cce9fa07a77a,1,15,1.000000,2dd5f116-f355-4d81-9790-cb050463be55
21b967a5-b88a-4681-a2a0-478fa2de1af4,1,1,1.000000,5f35250a-d81e-41b2-9564-ff94a61cfa88
45dfd892-288a-440b-ad5b-0fd15125b7a2,1,11,1.000000,d4be492d-c9ee-46a0-b1ab-076386b61b85
c923ab30-8454-4885-ac21-75db86306334,1,3,1.000000,7e2037cd-4943-4935-a393-43fc5c390c87
a1fdbb3b-ae2c-4f82-862d-9e8083593fc2,1,15,1.000000,15c7af42-87ad-4bc8-92fa-52ae8f2040fa
76d3955e-6998-4e98-83ca-6b3c3b5bc6d2,1,7,1.000000,c28aa37d-571e-4b43-bf01-aa14eeb765e7
7fae3ce9-5941-488f-8393-7abe497d7abd,3,22,0.909091,5d6b65a6-6a87-4085-900c-575ab429c359
1f524fcf-21f9-410f-ae37-47f23b18d498,1,19,1.000000,6ac4be27-6951-4110-953b-42994ca04dfc
3efff495-de4b-45c9-b597-c3e2cee839fe,2,25,0.960000,2847c646-a1c3-45b5-815f-46681e3db9c1
a0274a4c-b5a7-4c3d-8e2b-ab08b67ed746,1,31,1.000000,30f64336-9100-4dbf-b67b-4a2096a38da9
646e8900-011a-4734-86e8-4c7e9875087a,1,8,1.000000,e4ab94f4-8c05-4815-afbf-3470cfa23a6a
