assigned_id,nb_assigned_ids,nb_fingerprints,ownership,id_ownership
85714daa-ea71-4ae1-accf-a6e614660c11,1,1,1.000000,b2adc949-f710-48f8-8159-5533f440730d
eb096bc8-bb25-48e2-8f1f-956241ccad73,1,1,1.000000,2847c646-a1c3-45b5-815f-46681e3db9c1
ad8b59ff-de97-4116-aed7-86edad8d30cd,1,1,1.000000,ac7c0dae-6fe3-48e3-97b7-ab62571a0eb1
b9158f76-d86a-4942-9553-77dbf3d74184,1,1,1.000000,30f64336-9100-4dbf-b67b-4a2096a38da9
6dc442b7-cfbf-4d9a-afff-649e6c71ec27,1,9,1.000000,68e7ae29-15ff-402c-adc1-76d5a932c984
9f27e121-7671-4e72-bfcd-af935d2e1001,1,1,1.000000,efca79c2-0b12-4ce7-a28f-68ad9193990d
92281367-fc3b-413e-9784-f84b499cd867,1,6,1.000000,f258256f-54bc-46fc-baca-9df34d5ff3ac
ab9dbff8-28ba-4176-b24b-fc073f6cc041,1,2,1.000000,686a875f-c72b-4803-b21d-8a7401fe132a
99082f12-0513-4eec-b39b-23e0b005a64a,1,9,1.000000,c17f5405-360e-43d7-9b50-bccf6faf2207
82e94cf3-38b8-4f66-8678-0d8e524d89d6,1,8,1.000000,fd026db8-dad8-4f55-8016-d469844b2862
5c8cbfbc-d8ab-4677-879d-91bfde7177e5,2,4,0.500000,39107c52-98c9-4a75-b505-271294fac465
3bfc2827-ab15-4d73-8768-872412422c41,1,1,1.000000,b8f4eb79-baaf-442b-ada2-5bcd5cf89df4
bf509110-6db0-4dbe-a719-0c38b6e7341d,1,3,1.000000,6da10582-c8f5-41e2-9d10-63b7b66ea527
c1052d26-1a30-4f22-ab6d-8262dde4fef6,1,5,1.000000,7413fd0f-0de7-4b60-b466-60b0bdd9a9c9
7f0a926e-83b7-47d0-92a1-6b0af4a25601,1,3,1.000000,2f38656b-76d5-4b46-a81d-c90b96495673
787b9299-30cb-452d-8696-513a2dc26950,1,1,1.000000,2f843830-e489-45c6-a140-48ef168f7d3e
68084ddb-f758-4744-b0bd-944bda16ee7b,1,1,1.000000,a5f01fef-bcda-49d6-b726-2fe0d7a4e928
ec726461-431e-4827-b82a-276c907359a7,1,4,1.000000,5f93621b-e9a9-451b-8d30-165dae1653c2
d458a7d6-14eb-4091-8863-a63c9516c408,1,1,1.000000,c07ff153-9e23-4312-a895-634db3ee5e20
f138a855-e0da-4d8d-b5fd-96ece963c91c,1,7,1.000000,7413fd0f-0de7-4b60-b466-60b0bdd9a9c9
d6d8b430-d755-49ac-b5e5-085933f233b8,1,5,1.000000,a1a87013-2cc1-4ab5-a85b-9fd21ffffe4b
03320744-8ec5-43eb-984f-b768788dc3c1,1,2,1.000000,2bef0281-b2d9-41ac-967c-45835e5ba8c0
9d6d7c6a-79e8-4ed3-86be-ac7f7a8e1932,1,2,1.000000,b8f4eb79-baaf-442b-ada2-5bcd5cf89df4
f0be9b5b-b2fb-4692-aeaa-080b35772641,1,1,1.000000,97c26efe-10d8-4b54-8918-61fce6c86e73
d79f9acd-bebb-48e6-9c38-9ca6c93c9075,1,1,1.000000,06b6d1b3-dda3-4743-96f5-a45079ab6996
0443e03d-66da-44a9-a6d5-72b5e11f52ff,1,1,1.000000,efca79c2-0b12-4ce7-a28f-68ad9193990d
dd58ec08-3ddb-425a-8f1c-85c93af1c91e,1,3,1.000000,039c70da-6930-47d6-bdfd-f1d429ade760
6c8bd955-8723-46f4-9765-cd19ba06d2d2,1,1,1.000000,30f64336-9100-4dbf-b67b-4a2096a38da9
e4d511a2-ed9c-4df2-8b57-ab93b14bf9aa,1,1,1.000000,dca7d97b-a46b-482b-b513-4c3ef1fa7dbf
2702e987-fd2c-46b0-ab4b-0e654dc9b669,1,2,1.000000,30f64336-9100-4dbf-b67b-4a2096a38da9
19f1d085-0442-48ac-9783-473f7d5b3a21,1,3,1.000000,9a750eec-46c2-4720-b481-a0d6f03af47b
