real_id,nb_assigned_ids,nb_original_fp,ratio,max_chain
bb4fc561-441d-4dc9-b9b0-9248820ad968,84,90,1.071429,2
a1e159d8-57d0-47b8-9d45-24df63d3595a,56,59,1.053571,2
c17f5405-360e-43d7-9b50-bccf6faf2207,149,159,1.067114,2
24aa014e-055c-4925-85de-d3541e3d0bef,6,7,1.166667,2
7a26546e-0a07-423c-9e97-0ef56212920d,60,65,1.083333,3
94560f9c-6b13-4732-ac39-78f6d48a8133,53,61,1.150943,3
a4b7e876-b24c-4888-85f9-62bcb8a9d776,60,66,1.100000,2
5f93621b-e9a9-451b-8d30-165dae1653c2,64,68,1.062500,3
9c862f56-7315-43ed-9922-be53b612c26b,115,118,1.026087,2
5771f07a-575e-4004-a3a5-db3ee44bb1b0,109,119,1.091743,3
8e7f3b7f-2631-4b94-a2ae-31e8f02f07cd,7,9,1.285714,3
6703acf0-f2c1-4b80-a158-fbbe091d3948,92,106,1.152174,3
f1f761d6-552f-4f35-be9e-b094d7b78160,137,142,1.036496,3
8758fefb-3ed1-4d64-b75d-b9e3d628eef3,45,54,1.200000,2
1f84d45e-8689-42bf-9ad5-0f9c8753fbde,102,108,1.058824,2
31fa27b8-6c4d-47b2-8566-b4af4d9ca9e8,139,156,1.122302,2
907af844-581a-4044-8ddb-8bcc91df32f9,130,145,1.115385,2
bc19c32d-a271-4dd7-b5e6-62d36d1a3128,147,157,1.068027,2
15c7af42-87ad-4bc8-92fa-52ae8f2040fa,57,60,1.052632,2
8d7e30ed-2eb2-48c9-ad99-3d0e8cf03e99,98,106,1.081633,3
1d39f953-a08e-494e-acf6-e594832b010a,152,159,1.046053,2
2847c646-a1c3-45b5-815f-46681e3db9c1,113,128,1.132743,3
2f38656b-76d5-4b46-a81d-c90b96495673,137,150,1.094891,3
1a2a7fa6-a936-4e87-a513-50ea19f0483e,95,98,1.031579,3
d8d2f244-6fe8-4084-86a0-7a0763b579ce,63,67,1.063492,2
1637a67a-3e43-4ba3-9c63-dd1b557dcc19,29,34,1.172414,3
7d7d8bee-c73e-4544-a78c-2d4e29f75749,35,42,1.200000,4
c28aa37d-571e-4b43-bf01-aa14eeb765e7,140,148,1.057143,2
4f84b332-20fa-45e8-b9e0-e9fd0839492a,133,146,1.097744,3
87e53473-180b-4180-830f-6999f612c755,57,60,1.052632,2
c1579949-3fb1-4a2a-8a10-4bcba6e0cab7,30,33,1.100000,2
5e1920ed-d676-4151-a8ff-1153e7b7561f,57,62,1.087719,2
dca7d97b-a46b-482b-b513-4c3ef1fa7dbf,88,91,1.034091,2
2c383b80-2256-4ece-81d4-c81290a10a14,103,116,1.126214,2
5ac34c91-a3b4-4a11-a940-a4babf02057f,123,141,1.146341,2
49fcf025-22ca-4e4b-85b8-278b855e63b7,72,77,1.069444,3
bb86048e-c4fd-4bc1-8fda-a4fb5b391a14,153,159,1.039216,2
9a750eec-46c2-4720-b481-a0d6f03af47b,93,98,1.053763,3
e00872da-35ca-4faf-98f0-3eacdc654102,38,44,1.157895,5
71c102e5-a364-450a-b233-6c5e2976b9d1,78,84,1.076923,2
0feedf09-ee01-43ea-9489-1b58a00ba227,129,134,1.038760,3
6ac4be27-6951-4110-953b-42994ca04dfc,69,75,1.086957,3
6c1f708c-f3e9-4d9e-a0ae-311ba42c139a,108,118,1.092593,3
b811ccd0-a9ef-40ef-8326-d8efbf85e50f,124,142,1.145161,3
2657b615-04b0-4c11-8343-1245c9c07676,149,155,1.040268,2
af421bd7-84d7-4b0b-b621-c9b4091d1b06,44,50,1.136364,2
324e32c2-c915-4c0a-a5c3-7f7b6a758fd3,13,14,1.076923,2
92ef2ca8-10c2-4b32-a999-3af1b85502c7,26,28,1.076923,2
628a06f1-ca1e-4e6e-9b38-5e23da554b53,144,153,1.062500,3
5f118823-51ee-47bb-859f-1316523af0ed,133,146,1.097744,3
a3f79161-ce4f-4ec0-9c53-67b5d89375d4,2,4,2.000000,2
6da10582-c8f5-41e2-9d10-63b7b66ea527,8,9,1.125000,2
3284e414-8b55-431b-996f-5e5cf9e96ed9,111,116,1.045045,3
47bad423-2418-4435-83c8-08ba94003d14,90,95,1.055556,2
68e7ae29-15ff-402c-adc1-76d5a932c984,139,148,1.064748,3
686a875f-c72b-4803-b21d-8a7401fe132a,53,63,1.188679,3
42a98cef-7642-414d-a916-237ceb0abbf6,41,46,1.121951,3
bdc5938a-77a5-4148-8281-898e87238451,109,113,1.036697,2
ac7c0dae-6fe3-48e3-97b7-ab62571a0eb1,78,89,1.141026,3
be62454c-9208-4099-9ed2-02aa2de09509,1,3,3.000000,3
e7dddb75-ce7a-4c4a-a047-cd3c7c12c4f7,74,84,1.135135,4
f2d0957c-12af-426d-8d09-fdbbb4e0de0b,73,78,1.068493,5
